run_id,path_cost,goal_tests,states,succs,time_taken
415,-58,18,56,17,0.0006499290466308594
416,-86,8,26,7,0.0003180503845214844
417,-83,12,38,11,0.0004906654357910156
418,-79,13,40,12,0.00047278404235839844
419,-87,3,6,2,7.200241088867188e-05
420,-96,5,11,4,0.0001239776611328125
421,-95,2,4,1,5.316734313964844e-05
422,-84,11,37,10,0.0004780292510986328
423,-62,30,96,29,0.0012040138244628906
424,-85,12,38,11,0.0005161762237548828
425,-86,9,25,8,0.0002849102020263672
426,-68,25,82,24,0.0009210109710693359
427,-80,12,39,11,0.00047469139099121094
428,-95,2,3,1,4.363059997558594e-05
429,-96,2,4,1,5.2928924560546875e-05
430,-94,2,4,1,5.3882598876953125e-05
431,-73,19,61,18,0.000701904296875
432,-79,10,33,9,0.0004222393035888672
433,-94,5,11,4,0.00012183189392089844
434,-96,2,4,1,5.412101745605469e-05
435,-65,10,30,9,0.0003261566162109375
436,-95,3,7,2,9.083747863769531e-05
437,-90,6,16,5,0.00017595291137695312
438,-79,8,23,7,0.00026488304138183594
439,-93,2,3,1,4.506111145019531e-05
440,-94,5,11,4,0.0001220703125
441,-85,11,33,10,0.0003750324249267578
442,-80,14,45,13,0.0005011558532714844
443,-74,16,52,15,0.0006830692291259766
444,-78,16,47,15,0.0005691051483154297
445,-73,20,66,19,0.0009050369262695312
446,-79,18,59,17,0.0008630752563476562
447,-88,6,14,5,0.00015592575073242188
448,-94,2,4,1,5.602836608886719e-05
449,-82,7,21,6,0.0002627372741699219
450,-93,3,7,2,8.487701416015625e-05
451,-62,29,92,28,0.0011301040649414062
452,-79,11,36,10,0.0004799365997314453
453,-89,5,15,4,0.000186920166015625
454,-84,12,34,11,0.00038909912109375
455,-90,7,20,6,0.00022292137145996094
456,-88,7,18,6,0.0002067089080810547
457,-67,20,64,19,0.0007739067077636719
458,-65,25,81,24,0.0009119510650634766
459,-80,14,44,13,0.0005600452423095703
460,-85,10,29,9,0.00033211708068847656
461,-91,4,12,3,0.0001418590545654297
462,-63,19,62,18,0.0007228851318359375
463,-88,9,25,8,0.0002810955047607422
464,-65,26,81,25,0.0009670257568359375
465,-89,9,27,8,0.0003108978271484375
466,-77,20,63,19,0.0007081031799316406
467,-95,3,6,2,7.295608520507812e-05
468,-94,6,17,5,0.00020575523376464844
469,-46,33,104,32,0.0011839866638183594
470,-79,14,41,13,0.00047206878662109375
471,-88,5,15,4,0.00017786026000976562
472,-70,24,80,23,0.0009849071502685547
473,-85,12,35,11,0.00037407875061035156
474,-89,4,10,3,0.00011801719665527344
475,-93,3,5,2,6.198883056640625e-05
476,-89,5,15,4,0.0001957416534423828
477,-76,5,11,4,0.0001251697540283203
478,-90,2,3,1,4.482269287109375e-05
479,-95,3,8,2,9.799003601074219e-05
480,-91,5,16,4,0.00019097328186035156
481,-66,30,98,29,0.001344919204711914
482,-94,5,13,4,0.00014495849609375
483,-74,16,54,15,0.0006959438323974609
484,-79,14,46,13,0.0005791187286376953
485,-95,4,11,3,0.00012922286987304688
486,-85,5,16,4,0.0002028942108154297
487,-56,30,98,29,0.0011169910430908203
488,-91,3,5,2,6.222724914550781e-05
489,-94,2,4,1,5.3882598876953125e-05
490,-93,3,8,2,9.512901306152344e-05
491,-85,13,41,12,0.000492095947265625
492,-81,18,58,17,0.0007619857788085938
493,-78,18,60,17,0.0007588863372802734
494,-88,5,16,4,0.0001938343048095703
495,-61,30,100,29,0.0011990070343017578
496,-79,17,56,16,0.0007669925689697266
497,-96,2,4,1,5.459785461425781e-05
498,-88,5,15,4,0.00017690658569335938
499,-85,13,41,12,0.0004987716674804688
